9.121180	8.875806
8.290358	9.723055
8.924793	7.420792
10.618092	11.506852
8.427269	9.313510
9.918693	10.030304
8.917768	9.267666
8.951873	9.819276
8.034234	7.589012
7.387993	7.779956
10.192945	10.133204
9.017067	6.773058
8.456863	9.859514
9.723254	9.717566
9.281766	10.331576
8.871732	8.391560
8.191605	8.091517
8.033072	7.502371
9.235320	9.653071
9.149053	9.995395
8.783170	10.280895
6.567680	7.056118
9.489722	10.163202
9.271926	8.499367
10.001368	10.873040
9.238875	10.261263
9.766097	9.473402
9.977146	9.399930
9.213904	8.499348
9.782517	8.872628
8.636414	10.745545
7.962431	8.809823
8.646712	9.490098
7.267146	5.889219
10.352288	11.731726
6.954377	8.004515
9.615465	6.767168
8.117528	8.897777
8.315933	7.999460
10.087148	9.466472
9.745902	11.613184
10.454730	9.480326
8.582271	8.090948
7.578331	8.720896
9.489990	8.434123
7.720383	6.171967
9.671223	7.875881
10.369056	9.738673
9.864892	9.302211
8.837132	6.595563
7.878205	8.618619
7.375646	7.770720
9.151759	8.849751
10.426011	9.624459
9.406816	8.068421
8.270660	8.872294
8.281407	7.451195
10.445207	10.947743
9.108604	10.421854
8.594004	8.395687
8.736611	8.528150
8.806421	8.016494
6.771351	5.825787
10.105793	11.561757
10.613184	12.351257
9.237652	9.332852
8.304227	7.973963
9.891039	11.026588
9.684536	9.340187
8.837315	10.033907
7.620458	7.171490
10.108126	10.215507
8.948365	8.012059
8.725259	10.211606
9.558944	9.850686
8.672381	8.454975
8.821304	8.000442
7.826980	10.132464
9.680920	10.377949
10.123705	11.218665
9.524293	9.058725
9.633913	9.085374
9.289834	9.596236
8.169963	8.544260
8.078975	6.471864
6.952969	7.184360
9.742602	9.497644
10.097403	9.938339
9.018385	8.834166
7.844833	8.349356
9.866189	10.412632
8.195099	7.516419
10.048989	10.697848
10.246677	10.763689
10.739490	10.617919
6.419654	4.047429
7.597872	7.755668
10.145253	11.791337
8.199786	6.969424
9.076748	8.043471
8.889274	10.640966
10.753797	11.167614
8.804381	9.066303
8.039642	8.032971
8.862100	10.723881
9.189605	9.769663
7.997797	8.024659
8.902226	7.349607
9.003380	9.890161
10.090823	8.437612
9.606500	8.515742
9.119316	8.698535
9.538516	8.967174
9.446288	11.198610
8.928228	10.792902
8.663283	9.371255
9.804698	9.867568
8.694831	8.879413
9.865916	10.396256
8.967249	10.486479
9.082608	8.811432
8.791793	6.397061
9.113078	9.158307
8.967007	8.868096
9.264250	9.341241
10.697158	7.393609
8.709255	7.619954
10.709452	8.262998
8.310732	8.394517
8.064337	7.665708
9.200303	9.264390
7.055557	6.340433
7.875423	8.366883
9.821019	9.309635
8.484676	8.303336
10.933969	10.385071
8.669368	9.120491
9.661021	10.315780
9.124065	8.811612
9.629381	9.293237
9.117400	11.369013
9.362033	8.606019
9.034048	7.117077
8.042054	8.553061
8.582737	8.668085
8.466080	8.087361
8.794168	9.488423
6.757923	6.633733
8.329122	8.372725
9.676298	10.814730
7.828937	8.465444
